,state,year,quater,district,registered_users,app_opens
8700,maharashtra,2019,3,nashik district,1155897,27497445
8701,maharashtra,2019,3,akola district,188557,2665636
8702,maharashtra,2019,3,yavatmal district,204051,2886890
8703,maharashtra,2019,3,aurangabad district,841802,22471070
8704,maharashtra,2019,3,amravati district,356494,7545087
8705,maharashtra,2019,3,washim district,101077,1522700
8706,maharashtra,2019,3,sangli district,381166,5136941
8707,maharashtra,2019,3,gadchiroli district,74415,1177160
8708,maharashtra,2019,3,raigad district,679155,11541821
8709,maharashtra,2019,3,palghar district,691229,11702552
8710,maharashtra,2019,3,jalna district,208117,3908155
8711,maharashtra,2019,3,gondia district,124708,1913026
8712,maharashtra,2019,3,ahmednagar district,705492,12684741
8713,maharashtra,2019,3,pune district,4004991,126338358
8714,maharashtra,2019,3,beed district,272488,4445026
8715,maharashtra,2019,3,satara district,448644,6810052
8716,maharashtra,2019,4,jalgaon district,544543,10489465
8717,maharashtra,2019,4,latur district,356834,7291996
8718,maharashtra,2019,4,thane district,2638051,49544905
8719,maharashtra,2019,4,bhandara district,149568,2623603
8720,maharashtra,2019,4,nandurbar district,114409,1959032
8721,maharashtra,2019,4,chandrapur district,259318,4145599
8722,maharashtra,2019,4,kolhapur district,667401,10745321
8723,maharashtra,2019,4,solapur district,736907,16277113
8724,maharashtra,2019,4,mumbai district,973018,17093268
8725,maharashtra,2019,4,sindhudurg district,91544,1136927
8726,maharashtra,2019,4,dhule district,236666,4572478
8727,maharashtra,2019,4,wardha district,173768,3114432
8728,maharashtra,2019,4,parbhani district,199870,3855049
8729,maharashtra,2019,4,mumbai suburban district,2630360,47901433
8730,maharashtra,2019,4,hingoli district,105533,1945712
8731,maharashtra,2019,4,ratnagiri district,161019,1982045
8732,maharashtra,2019,4,nanded district,365279,7255734
8733,maharashtra,2019,4,osmanabad district,216991,4775401
8734,maharashtra,2019,4,nagpur district,1134480,27203048
8735,maharashtra,2019,4,buldhana district,314734,6456257
8736,maharashtra,2019,4,nashik district,1304611,35520766
8737,maharashtra,2019,4,akola district,213840,3628010
8738,maharashtra,2019,4,yavatmal district,232610,3864845
8739,maharashtra,2019,4,aurangabad district,947081,28810624
8740,maharashtra,2019,4,amravati district,403858,9688198
8741,maharashtra,2019,4,washim district,114788,2011846
8742,maharashtra,2019,4,sangli district,430878,7031892
8743,maharashtra,2019,4,gadchiroli district,83722,1577267
8744,maharashtra,2019,4,raigad district,754910,14090489
8745,maharashtra,2019,4,palghar district,767925,13717318
8746,maharashtra,2019,4,jalna district,240006,5304410
8747,maharashtra,2019,4,gondia district,139401,2437637
8748,maharashtra,2019,4,ahmednagar district,805271,17436148
8749,maharashtra,2019,4,pune district,4416899,152980118
8750,maharashtra,2019,4,beed district,310864,5886917
8751,maharashtra,2019,4,satara district,508340,9298809
8752,maharashtra,2020,1,jalgaon district,605036,12727925
8753,maharashtra,2020,1,latur district,398366,9141940
8754,maharashtra,2020,1,thane district,2878073,53154761
8755,maharashtra,2020,1,bhandara district,165915,3071689
8756,maharashtra,2020,1,nandurbar district,128739,2392415
8757,maharashtra,2020,1,chandrapur district,291058,5043795
8758,maharashtra,2020,1,kolhapur district,738677,12526668
8759,maharashtra,2020,1,solapur district,821512,19906885
8760,maharashtra,2020,1,mumbai district,1054509,17783664
8761,maharashtra,2020,1,sindhudurg district,102279,1353095
8762,maharashtra,2020,1,dhule district,263999,5557414
8763,maharashtra,2020,1,wardha district,193238,3587576
8764,maharashtra,2020,1,parbhani district,225598,4936460
8765,maharashtra,2020,1,mumbai suburban district,2843378,50630793
8766,maharashtra,2020,1,hingoli district,119554,2440502
8767,maharashtra,2020,1,ratnagiri district,181890,2408762
8768,maharashtra,2020,1,nanded district,412138,9230338
8769,maharashtra,2020,1,osmanabad district,245431,6174822
8770,maharashtra,2020,1,nagpur district,1251510,30161903
8771,maharashtra,2020,1,buldhana district,353711,8032264
8772,maharashtra,2020,1,nashik district,1448324,41136042
8773,maharashtra,2020,1,akola district,239492,4334880
8774,maharashtra,2020,1,yavatmal district,264447,4789053
8775,maharashtra,2020,1,aurangabad district,1046306,32972844
8776,maharashtra,2020,1,amravati district,452583,11261486
8777,maharashtra,2020,1,washim district,129675,2509326
8778,maharashtra,2020,1,sangli district,482269,8449960
8779,maharashtra,2020,1,gadchiroli district,93237,1755477
8780,maharashtra,2020,1,raigad district,830643,15575119
8781,maharashtra,2020,1,palghar district,848560,15443541
8782,maharashtra,2020,1,jalna district,273333,6634039
8783,maharashtra,2020,1,gondia district,154128,2821505
8784,maharashtra,2020,1,ahmednagar district,905962,21793085
8785,maharashtra,2020,1,pune district,4802397,166264817
8786,maharashtra,2020,1,beed district,352440,7689104
8787,maharashtra,2020,1,satara district,569983,11452619
8788,maharashtra,2020,2,jalgaon district,674333,14391588
8789,maharashtra,2020,2,latur district,442532,10323627
8790,maharashtra,2020,2,thane district,3135101,41679075
8791,maharashtra,2020,2,bhandara district,186624,3670089
8792,maharashtra,2020,2,nandurbar district,148303,3144632
8793,maharashtra,2020,2,chandrapur district,328119,5688173
8794,maharashtra,2020,2,kolhapur district,814605,12660217
8795,maharashtra,2020,2,solapur district,918756,22162038
8796,maharashtra,2020,2,mumbai district,1141566,10541671
8797,maharashtra,2020,2,sindhudurg district,116431,1668792
8798,maharashtra,2020,2,dhule district,297518,6607210
8799,maharashtra,2020,2,wardha district,215844,3802647
8800,maharashtra,2020,2,parbhani district,256238,5925433
8801,maharashtra,2020,2,mumbai suburban district,3060916,33883264
8802,maharashtra,2020,2,hingoli district,137153,3116521
8803,maharashtra,2020,2,ratnagiri district,207795,3098395
8804,maharashtra,2020,2,nanded district,465427,10407217
8805,maharashtra,2020,2,osmanabad district,276601,7667775
8806,maharashtra,2020,2,nagpur district,1377642,24180114
8807,maharashtra,2020,2,buldhana district,399816,9683692
8808,maharashtra,2020,2,nashik district,1602650,37705941
8809,maharashtra,2020,2,akola district,270559,4841458
8810,maharashtra,2020,2,yavatmal district,304402,5808109
8811,maharashtra,2020,2,aurangabad district,1142730,25999949
8812,maharashtra,2020,2,amravati district,507916,10749998
8813,maharashtra,2020,2,washim district,147446,3130154
8814,maharashtra,2020,2,sangli district,537082,9210637
8815,maharashtra,2020,2,gadchiroli district,104971,2076992
8816,maharashtra,2020,2,raigad district,914900,14041737
8817,maharashtra,2020,2,palghar district,947121,16423449
8818,maharashtra,2020,2,jalna district,308894,7486666
8819,maharashtra,2020,2,gondia district,173024,3406137
8820,maharashtra,2020,2,ahmednagar district,1014520,22908289
8821,maharashtra,2020,2,pune district,5144688,84972772
8822,maharashtra,2020,2,beed district,406418,10527155
8823,maharashtra,2020,2,satara district,636445,12763199
8824,maharashtra,2020,3,jalgaon district,743569,17695427
8825,maharashtra,2020,3,latur district,487737,12529419
8826,maharashtra,2020,3,thane district,3401853,52297968
8827,maharashtra,2020,3,bhandara district,204981,4356190
8828,maharashtra,2020,3,nandurbar district,166410,3724827
8829,maharashtra,2020,3,chandrapur district,363342,7045440
8830,maharashtra,2020,3,kolhapur district,888115,14966592
8831,maharashtra,2020,3,solapur district,1012518,28891583
8832,maharashtra,2020,3,mumbai district,1234355,13941010
8833,maharashtra,2020,3,sindhudurg district,130919,1987566
8834,maharashtra,2020,3,dhule district,328830,8067643
8835,maharashtra,2020,3,wardha district,237655,4580040
8836,maharashtra,2020,3,parbhani district,285190,7390362
8837,maharashtra,2020,3,mumbai suburban district,3304696,42335510
8838,maharashtra,2020,3,hingoli district,153826,3833142
8839,maharashtra,2020,3,ratnagiri district,232740,3520849
8840,maharashtra,2020,3,nanded district,516629,13025435
8841,maharashtra,2020,3,osmanabad district,306365,9424874
8842,maharashtra,2020,3,nagpur district,1502777,33257572
8843,maharashtra,2020,3,buldhana district,442520,11822619
8844,maharashtra,2020,3,nashik district,1752191,51545991
8845,maharashtra,2020,3,akola district,300191,6048017
8846,maharashtra,2020,3,yavatmal district,339550,6963604
8847,maharashtra,2020,3,aurangabad district,1244879,37148805
8848,maharashtra,2020,3,amravati district,559554,13609334
8849,maharashtra,2020,3,washim district,164636,3774276
8850,maharashtra,2020,3,sangli district,592418,11236674
8851,maharashtra,2020,3,gadchiroli district,116628,2495986
8852,maharashtra,2020,3,raigad district,1001129,17849735
8853,maharashtra,2020,3,palghar district,1034468,17374224
8854,maharashtra,2020,3,jalna district,343751,9707302
8855,maharashtra,2020,3,gondia district,189739,3853651
8856,maharashtra,2020,3,ahmednagar district,1123648,30036265
8857,maharashtra,2020,3,pune district,5546002,133793402
8858,maharashtra,2020,3,beed district,454108,12860646
8859,maharashtra,2020,3,satara district,701594,15205121
8860,maharashtra,2020,4,jalgaon district,816922,22645586
8861,maharashtra,2020,4,latur district,539386,17279732
8862,maharashtra,2020,4,thane district,3727358,82413249
8863,maharashtra,2020,4,bhandara district,224428,5403094
8864,maharashtra,2020,4,nandurbar district,185364,4701658
8865,maharashtra,2020,4,chandrapur district,402099,9492265
8866,maharashtra,2020,4,kolhapur district,974585,21266960
8867,maharashtra,2020,4,solapur district,1113260,38785337
8868,maharashtra,2020,4,mumbai district,1347356,23972829
8869,maharashtra,2020,4,sindhudurg district,147242,2507093
8870,maharashtra,2020,4,dhule district,363024,10499674
8871,maharashtra,2020,4,wardha district,261295,5910689
8872,maharashtra,2020,4,parbhani district,316441,9719978
8873,maharashtra,2020,4,mumbai suburban district,3609970,68832123
8874,maharashtra,2020,4,hingoli district,170844,4783410
8875,maharashtra,2020,4,ratnagiri district,259813,4183042
8876,maharashtra,2020,4,nanded district,574606,17631961
8877,maharashtra,2020,4,osmanabad district,337291,12068034
8878,maharashtra,2020,4,nagpur district,1637270,44969544
8879,maharashtra,2020,4,buldhana district,487832,14858983
8880,maharashtra,2020,4,nashik district,1907318,66339993
8881,maharashtra,2020,4,akola district,332597,8033141
8882,maharashtra,2020,4,yavatmal district,379678,9064914
8883,maharashtra,2020,4,aurangabad district,1355656,50905731
8884,maharashtra,2020,4,amravati district,613354,17585936
8885,maharashtra,2020,4,washim district,183624,4818498
8886,maharashtra,2020,4,sangli district,655430,15699266
8887,maharashtra,2020,4,gadchiroli district,129535,3216726
8888,maharashtra,2020,4,raigad district,1103959,27052023
8889,maharashtra,2020,4,palghar district,1136061,24404168
8890,maharashtra,2020,4,jalna district,380761,12432017
8891,maharashtra,2020,4,gondia district,207793,4686609
8892,maharashtra,2020,4,ahmednagar district,1237321,40612625
8893,maharashtra,2020,4,pune district,6033615,207736217
8894,maharashtra,2020,4,beed district,502927,16058755
8895,maharashtra,2020,4,satara district,776616,21434910
8896,maharashtra,2021,1,jalgaon district,880235,24564263
8897,maharashtra,2021,1,latur district,582713,19927797
8898,maharashtra,2021,1,thane district,4014464,95853664
8899,maharashtra,2021,1,bhandara district,241307,5724141
8900,maharashtra,2021,1,nandurbar district,200690,5232672
8901,maharashtra,2021,1,chandrapur district,433697,10769204
8902,maharashtra,2021,1,kolhapur district,1048158,24082808
8903,maharashtra,2021,1,solapur district,1199130,43629720
8904,maharashtra,2021,1,mumbai district,1450548,29473502
8905,maharashtra,2021,1,sindhudurg district,158487,2681466
8906,maharashtra,2021,1,dhule district,391549,11609420
8907,maharashtra,2021,1,wardha district,281356,6547455
8908,maharashtra,2021,1,parbhani district,341747,10585846
8909,maharashtra,2021,1,mumbai suburban district,3886500,82964739
8910,maharashtra,2021,1,hingoli district,184818,5031701
8911,maharashtra,2021,1,ratnagiri district,279598,4518936
8912,maharashtra,2021,1,nanded district,620908,19605168
8913,maharashtra,2021,1,osmanabad district,363717,13404694
8914,maharashtra,2021,1,nagpur district,1761562,50475590
8915,maharashtra,2021,1,buldhana district,526980,16060285
8916,maharashtra,2021,1,nashik district,2049293,73733644
8917,maharashtra,2021,1,akola district,359424,8842396
8918,maharashtra,2021,1,yavatmal district,411242,10054649
8919,maharashtra,2021,1,aurangabad district,1456891,56978295
8920,maharashtra,2021,1,amravati district,660582,18290419
8921,maharashtra,2021,1,washim district,199116,5342030
8922,maharashtra,2021,1,sangli district,706867,18164337
8923,maharashtra,2021,1,gadchiroli district,140084,3550696
8924,maharashtra,2021,1,raigad district,1189907,31848388
8925,maharashtra,2021,1,palghar district,1225423,27805492
8926,maharashtra,2021,1,jalna district,411010,13687818
8927,maharashtra,2021,1,gondia district,224168,5277879
8928,maharashtra,2021,1,ahmednagar district,1333477,46024131
8929,maharashtra,2021,1,pune district,6481971,257611232
8930,maharashtra,2021,1,beed district,543616,17941211
8931,maharashtra,2021,1,satara district,836302,24080796
8932,maharashtra,2021,2,jalgaon district,943259,35301873
8933,maharashtra,2021,2,latur district,624744,29180891
8934,maharashtra,2021,2,thane district,4290066,64723378
8935,maharashtra,2021,2,bhandara district,258606,8333396
8936,maharashtra,2021,2,nandurbar district,215867,10883715
8937,maharashtra,2021,2,chandrapur district,465162,19083472
8938,maharashtra,2021,2,kolhapur district,1120732,25166053
8939,maharashtra,2021,2,solapur district,1283601,70070564
8940,maharashtra,2021,2,mumbai district,1549784,15755744
8941,maharashtra,2021,2,sindhudurg district,169850,6676394
8942,maharashtra,2021,2,dhule district,420452,18433982
8943,maharashtra,2021,2,wardha district,301303,11242152
8944,maharashtra,2021,2,parbhani district,366307,20114134
8945,maharashtra,2021,2,mumbai suburban district,4151227,48912802
8946,maharashtra,2021,2,hingoli district,198989,10972408
8947,maharashtra,2021,2,ratnagiri district,299931,11050624
8948,maharashtra,2021,2,nanded district,666016,33359336
8949,maharashtra,2021,2,osmanabad district,390287,28330715
8950,maharashtra,2021,2,nagpur district,1883447,45250899
8951,maharashtra,2021,2,buldhana district,565868,28581359
8952,maharashtra,2021,2,nashik district,2191882,75757960
8953,maharashtra,2021,2,akola district,385734,13364304
8954,maharashtra,2021,2,yavatmal district,442623,21915611
8955,maharashtra,2021,2,aurangabad district,1557693,63292884
8956,maharashtra,2021,2,amravati district,708106,26297460
8957,maharashtra,2021,2,washim district,214281,11684560
8958,maharashtra,2021,2,sangli district,756769,28300612
8959,maharashtra,2021,2,gadchiroli district,150715,8590038
8960,maharashtra,2021,2,raigad district,1272744,29988653
8961,maharashtra,2021,2,palghar district,1312388,24969796
8962,maharashtra,2021,2,jalna district,441936,27109811
8963,maharashtra,2021,2,gondia district,240700,9019259
8964,maharashtra,2021,2,ahmednagar district,1429562,71089482
8965,maharashtra,2021,2,pune district,6915820,182010403
8966,maharashtra,2021,2,beed district,583148,38733719
8967,maharashtra,2021,2,satara district,895098,34535149
8968,maharashtra,2021,3,jalgaon district,1015954,44589296
8969,maharashtra,2021,3,latur district,672411,35447172
8970,maharashtra,2021,3,thane district,4597394,83300680
8971,maharashtra,2021,3,bhandara district,278950,10492117
8972,maharashtra,2021,3,nandurbar district,233351,14068043
8973,maharashtra,2021,3,chandrapur district,501428,24953314
8974,maharashtra,2021,3,kolhapur district,1201767,30276720
8975,maharashtra,2021,3,solapur district,1380100,90517777
8976,maharashtra,2021,3,mumbai district,1659663,22719084
8977,maharashtra,2021,3,sindhudurg district,182992,8049285
8978,maharashtra,2021,3,dhule district,453563,23874749
8979,maharashtra,2021,3,wardha district,324042,14222066
8980,maharashtra,2021,3,parbhani district,394690,24802131
